customer_id,customer_name,order_id,product_name,sales
VT-21700,Valerie Takahito,CA-2015-167010,Fellowes High-Stak Drawer Files,563.808
BP-11050,Barry Pond,CA-2016-160535,"Fellowes Strictly Business Drawer File, Letter/Legal Size",563.4
CS-12490,Cindy Schnelling,CA-2016-118073,BPI Conference Tables,562.2925
AG-10525,Andy Gerbode,CA-2014-158281,Epson TM-T88V Direct Thermal Printer - Monochrome - Desktop,559.71
Co-12640,Corey-Lock,CA-2015-147501,Okidata C331dn Printer,558.4
AZ-10750,Annie Zypern,CA-2016-100993,Chromcraft Round Conference Tables,557.728
HF-14995,Herbert Flentye,CA-2016-117681,Bush Somerset Collection Bookcase,556.665
SV-20935,Susan Vittorini,CA-2017-116953,AT&T 841000 Phone,552.0
MF-17665,Maureen Fritzler,US-2014-169789,Ibico Ibimaster 300 Manual Binding System,551.985
VP-21730,Victor Preis,CA-2017-105333,Panasonic Business Telephones KX-T7736,546.06
TM-21490,Tony Molinari,CA-2017-108791,Nortel Networks T7316 E Nt8 B27,543.92
RM-19375,Raymond Messe,US-2017-127292,Avanti 4.4 Cu. Ft. Refrigerator,542.94
EG-13900,Emily Grady,US-2016-150861,"Global Leather Highback Executive Chair with Pneumatic Height Adjustment, Black",542.646
SH-19975,Sally Hughsby,CA-2017-101805,"Tennsco Stur-D-Stor Boltless Shelving, 5 Shelves, 24"" Deep, Sand",541.24
NG-18430,Nathan Gelder,CA-2017-130386,Tennsco Double-Tier Lockers,540.048
TT-21220,Thomas Thornton,CA-2017-162075,Pyle PMP37LED,537.544
SN-20710,Steve Nguyen,CA-2015-117415,"Atlantic Metals Mobile 3-Shelf Bookcases, Custom Colors",532.3992
DB-13405,Denny Blanton,CA-2017-157091,Eldon Antistatic Chair Mats for Low to Medium Pile Carpets,526.45
EB-13930,Eric Barreto,US-2017-106551,Hon Every-Day Series Multi-Task Chairs,526.344
AR-10345,Alex Russell,US-2014-115189,Hon 5100 Series Wood Tables,523.764
RR-19315,Ralph Ritter,CA-2017-162565,GuestStacker Chair with Chrome Finish Legs,520.464
RF-19735,Roland Fjeld,CA-2015-111206,Logitech G35 7.1-Channel Surround Sound Headset,519.96
CC-12430,Chuck Clark,CA-2017-166695,"Global Geo Office Task Chair, Gray",518.272
SW-20350,Sean Wendt,CA-2016-128517,Nortel Meridian M5316 Digital phone,517.9
AG-10495,Andrew Gjertsen,CA-2015-162201,Fellowes Super Stor/Drawer Files,516.96
MT-18070,Michelle Tran,CA-2017-140963,O'Sullivan Living Dimensions 2-Shelf Bookcases,514.165
CA-12055,Cathy Armstrong,CA-2016-107328,"Chromcraft 48"" x 96"" Racetrack Double Pedestal Table",513.024
TC-21145,Theresa Coyne,CA-2017-124205,SAFCO Folding Chair Trolley,512.96
RA-19945,Ryan Akin,CA-2014-169775,GBC DocuBind 200 Manual Binding Machine,505.176
NR-18550,Nick Radford,CA-2017-140872,VTech DS6151,503.96
HM-14980,Henry MacAllister,CA-2015-129917,HTC One Mini,503.96
PG-18895,Paul Gonzalez,US-2017-135986,BlackBerry Q10,503.96
BS-11800,Bryan Spruell,CA-2017-135279,Office Impressions Heavy Duty Welded Shelving & Multimedia Storage Drawers,501.81
AA-10375,Allen Armold,CA-2016-131065,Logitech diNovo Edge Keyboard,499.98
MF-18250,Monica Federle,US-2017-162670,"Ativa D5772 2-Line 5.8GHz Digital Expandable Corded/Cordless Phone System with Answering & Caller ID/Call Waiting, Black/Silver",494.97
EM-14095,Eudokia Martin,CA-2015-163237,"Ativa D5772 2-Line 5.8GHz Digital Expandable Corded/Cordless Phone System with Answering & Caller ID/Call Waiting, Black/Silver",494.97
EM-13825,Elizabeth Moffitt,CA-2017-114258,Nortel Meridian M3904 Professional Digital phone,492.768
MS-17710,Maurice Satty,CA-2015-134257,"Dot Matrix Printer Tape Reel Labels, White, 5000/Box",491.55
BG-11740,Bruce Geld,CA-2017-135419,"SAFCO PlanMaster Boards, 60w x 37-1/2d, White Melamine",486.368
DL-12865,Dan Lawera,US-2016-125402,"Global Airflow Leather Mesh Back Chair, Black",483.136
DW-13585,Dorothy Wardle,CA-2015-162950,"Sauder Forest Hills Library with Doors, Woodland Oak Finish",482.94
JP-16135,Julie Prescott,CA-2016-146171,Iceberg Mobile Mega Data/Printer Cart ,481.32
CA-12310,Christine Abelman,CA-2017-120936,Iceberg Mobile Mega Data/Printer Cart ,481.32
JP-16135,Julie Prescott,US-2016-111528,Iceberg Mobile Mega Data/Printer Cart ,481.32
JB-15925,Joni Blumstein,CA-2015-169397,Swingline SM12-08 MicroCut Jam Free Shredder,479.988
AB-10255,Alejandro Ballentine,CA-2017-126662,Brother DCP1000 Digital 3 in 1 Multifunction Machine,479.984
CS-11860,Cari Schnelling,CA-2014-124618,Brother DCP1000 Digital 3 in 1 Multifunction Machine,479.984
KB-16315,Karl Braun,CA-2017-147354,Hewlett Packard 310 Color Digital Copier,479.984
AA-10480,Andrew Allen,CA-2016-114601,NETGEAR AC1750 Dual Band Gigabit Smart WiFi Router,479.97
AB-10150,Aimee Bixby,CA-2014-169061,Logitech Wireless Gaming Headset G930,479.97
ML-17395,Marina Lichtenstein,CA-2016-168830,NETGEAR AC1750 Dual Band Gigabit Smart WiFi Router,479.97
BM-11785,Bryan Mills,CA-2014-106971,Logitech Gaming G510s - Keyboard,475.944
PB-19150,Philip Brown,CA-2015-137526,"Deflect-o EconoMat Nonstudded, No Bevel Mat",464.85
SP-20545,Sibella Parks,CA-2016-123666,"Gould Plastics 18-Pocket Panel Bin, 34w x 5-1/4d x 20-1/2h",459.95
NS-18640,Noel Staavos,CA-2016-162187,"Office Star - Contemporary Task Swivel chair with Loop Arms, Charcoal",458.43
BN-11515,Bradley Nguyen,CA-2016-169943,Safco Industrial Wire Shelving System,454.9
TS-21340,Toby Swindell,CA-2015-153416,Fellowes Bankers Box Staxonsteel Drawer File/Stacking System,454.86
JO-15550,Jesus Ocampo,CA-2015-132101,Wireless Extenders zBoost YX545 SOHO Signal Booster,453.576
LP-17080,Liz Pelletier,CA-2016-116722,Hon Every-Day Series Multi-Task Chairs,451.152
CM-11935,Carlos Meador,US-2016-135923,"Sauder Forest Hills Library, Woodland Oak Finish",451.136
AJ-10960,Astrea Jones,CA-2014-113362,Fellowes Officeware Wire Shelving,449.15
MC-17635,Matthew Clasen,CA-2016-139010,Fellowes Officeware Wire Shelving,449.15
DC-13285,Debra Catini,CA-2015-117884,Logitech G602 Wireless Gaming Mouse,447.944
FG-14260,Frank Gastineau,CA-2014-152443,GBC ProClick Punch Binding System,447.86
CG-12040,Catherine Glotzbach,CA-2016-140081,Sanyo 2.5 Cubic Foot Mid-Size Office Refrigerators,447.696
CR-12820,Cyra Reiten,CA-2017-159149,Jawbone MINI JAMBOX Wireless Bluetooth Speaker,438.336
AP-10720,Anne Pryor,US-2016-103674,Ibico Recycled Linen-Style Covers,437.472
RH-19600,Rob Haberlin,CA-2015-157322,Adjustable Depth Letter/Legal Cart,435.504
GG-14650,Greg Guthrie,CA-2017-131807,Global Deluxe High-Back Office Chair in Storm,435.168
DB-13360,Dennis Bolton,CA-2016-139556,Office Star - Mid Back Dual function Ergonomic High Back Chair with 2-Way Adjustable Arms,434.646
SM-20905,Susan MacKendrick,CA-2016-129280,Logitech VX Revolution Cordless Laser Mouse for Notebooks (Black),431.976
CK-12595,Clytie Kelty,CA-2017-100902,Plantronics S12 Corded Telephone Headset System,431.16
KB-16405,Katrina Bavinger,CA-2017-161067,Xerox 189,419.4
RD-19810,Ross DeVincentis,CA-2017-127474,Xerox 189,419.4
MV-17485,Mark Van Huff,CA-2017-169894,Fellowes Bankers Box Staxonsteel Drawer File/Stacking System,415.872
JF-15190,Jamie Frazer,US-2016-155103,Ibico EB-19 Dual Function Manual Binding System,415.176
SS-20140,Saphhira Shifley,CA-2017-164756,AT&T CL83451 4-Handset Telephone,411.98
TC-21475,Tony Chapman,CA-2017-121419,Bevis 44 x 96 Conference Tables,411.8
DH-13675,Duane Huffman,CA-2014-105249,"Sauder Camden County Barrister Bookcase, Planked Cherry Finish",411.332
DK-13150,David Kendrick,CA-2014-166191,Imation Secure+ Hardware Encrypted USB 2.0 Flash Drive; 16GB,408.744
MB-17305,Maria Bertelson,CA-2016-118759,Hon GuestStacker Chair,408.006
PS-18760,Pamela Stobb,CA-2015-143147,StarTech.com 10/100 VDSL2 Ethernet Extender Kit,399.54
EH-14005,Erica Hernandez,CA-2014-140165,GBC DocuBind P100 Manual Binding Machine,398.352
DL-13330,Denise Leinenbach,CA-2015-109337,Imation Bio 2GB USB Flash Drive Imation Corp,393.54
KC-16675,Kimberly Carter,CA-2016-138695,Novimex Fabric Task Chair,390.272
TC-21535,Tracy Collins,CA-2016-157217,Logitech G35 7.1-Channel Surround Sound Headset,389.97
FM-14380,Fred McMath,CA-2015-124499,High-Back Leather Manager's Chair,389.97
JS-15685,Jim Sink,CA-2017-104864,"Acco 7-Outlet Masterpiece Power Center, Wihtout Fax/Phone Line Protection",389.056
JB-15400,Jennifer Braxton,CA-2017-132339,Fellowes PB300 Plastic Comb Binding Machine,387.99
AH-10585,Angele Hood,CA-2014-162278,Vtech CS6719,383.96
JM-15655,Jim Mitchum,US-2016-108777,Logitech G602 Wireless Gaming Mouse,383.952
RF-19840,Roy Französisch,CA-2016-136686,"Howard Miller 14-1/2"" Diameter Chrome Round Wall Clock",383.64
NB-18655,Nona Balk,CA-2016-140928,Chromcraft Round Conference Tables,383.438
TH-21235,Tiffany House,CA-2017-132682,ClearOne Communications CHAT 70 OC Speaker Phone,381.576
AH-10120,Adrian Hane,CA-2016-145261,"Iceberg OfficeWorks 42"" Round Tables",377.45
DO-13435,Denny Ordway,US-2015-168935,"Hon Practical Foundations 30 x 60 Training Table, Light Gray/Charcoal",375.4575
MZ-17335,Maria Zettner,CA-2015-117611,Logitech G19 Programmable Gaming Keyboard,371.97
IG-15085,Ivan Gibson,CA-2015-101000,Honeywell Enviracaire Portable HEPA Air Cleaner for up to 10 x 16 Room,370.14
RP-19270,Rachel Payne,CA-2015-135251,O'Sullivan Manor Hill 2-Door Library in Brianna Oak,369.1992
DP-13000,Darren Powers,CA-2015-105347,Xerox 1919,368.91
DL-13315,Delfina Latchford,CA-2016-146941,Tyvek Side-Opening Peel & Seel Expanding Envelopes,361.92
BF-11275,Beth Fritzler,CA-2017-161130,Polycom SoundPoint IP 450 VoIP phone,361.376
PS-18970,Paul Stevenson,CA-2017-111591,Fellowes Officeware Wire Shelving,359.32
BT-11485,Brad Thomas,CA-2015-165085,Kensington 7 Outlet MasterPiece Power Center,355.96
MC-17575,Matt Collins,CA-2015-117772,"Belkin 19"" Center-Weighted Shelf, Gray",353.88
BT-11440,Bobby Trafton,CA-2014-151946,O'Sullivan Living Dimensions 5-Shelf Bookcases,353.568
AF-10885,Art Foster,CA-2014-114181,Bestar Classic Bookcase,349.965
MR-17545,Mathew Reese,US-2017-139465,GE 30522EE2,347.97
BB-10990,Barry Blumstein,CA-2015-141810,Aastra 6757i CT Wireless VoIP phone,344.704
PO-19195,Phillina Ober,CA-2015-110891,"Global High-Back Leather Tilter, Burgundy",344.372
AB-10015,Aaron Bergman,CA-2016-140935,"Sauder Facets Collection Library, Sky Alder Finish",341.96
CS-12130,Chad Sievert,CA-2014-118962,"Global Value Steno Chair, Gray",340.144
PA-19060,Pete Armstrong,CA-2015-129476,Logitech Gaming G510s - Keyboard,339.96
LC-16870,Lena Cacioppo,CA-2015-150770,Logitech Gaming G510s - Keyboard,339.96
LH-17155,Logan Haushalter,US-2016-131149,"Fellowes Strictly Business Drawer File, Letter/Legal Size",338.04
XP-21865,Xylona Preis,CA-2014-114335,Deflect-o DuraMat Antistatic Studded Beveled Mat for Medium Pile Carpeting,337.088
AS-10630,Ann Steele,CA-2017-100314,Wasp CCD Handheld Bar Code Reader,336.51
BD-11620,Brian DeCherney,CA-2017-130211,Fellowes Recycled Storage Drawers,333.09
GA-14725,Guy Armstrong,CA-2014-168368,"Rubbermaid ClusterMat Chairmats, Mat Size- 66"" x 60"", Lip 20"" x 11"" -90 Degree Angle",332.94
VG-21805,Vivek Grady,CA-2014-103191,"SAFCO Commercial Wire Shelving, Black",331.536
RC-19825,Roy Collins,CA-2016-125318,Cisco Small Business SPA 502G VoIP phone,328.224
EH-13990,Erica Hackney,CA-2016-124100,"Global Value Steno Chair, Gray",327.996
JB-16000,Joy Bell-,CA-2017-124674,"Atlantic Metals Mobile 2-Shelf Bookcases, Custom Colors",327.7328
BW-11065,Barry Weirich,CA-2017-157413,"Tennsco Stur-D-Stor Boltless Shelving, 5 Shelves, 24"" Deep, Sand",324.744
TT-21265,Tim Taslimi,CA-2015-162369,Fellowes Super Stor/Drawer Files,323.1
KA-16525,Kelly Andreada,CA-2017-168641,O'Sullivan Plantations 2-Door Library in Landvery Oak,321.568
TB-21055,Ted Butterfield,CA-2016-111682,Novimex Turbo Task Chair,319.41
CD-11980,Carol Darley,CA-2017-144596,Xerox 1906,318.96
DW-13195,David Wiener,US-2016-127971,"Global Wood Trimmed Manager's Task Chair, Khaki",318.43
SJ-20215,Sarah Jordon,CA-2017-113355,DMI Arturo Collection Mission-style Design Wood Chair,317.058
SJ-20215,Sarah Jordon,CA-2017-100615,DMI Arturo Collection Mission-style Design Wood Chair,317.058
BF-10975,Barbara Fisher,CA-2016-100041,Xerox 189,314.55
HG-14845,Harry Greene,CA-2017-141873,"O'Sullivan Elevations Bookcase, Cherry Finish",314.352
AW-10840,Anthony Witt,CA-2017-143798,Electrix Halogen Magnifier Lamp,310.88
JJ-15445,Jennifer Jackson,CA-2015-120915,Nortel Meridian M3904 Professional Digital phone,307.98
JW-15955,Joni Wasserman,CA-2017-163510,"Global Value Mid-Back Manager's Chair, Gray",304.45
AB-10165,Alan Barnes,CA-2015-115945,Tennsco Regal Shelving Units,304.23
TB-21355,Todd Boyes,CA-2017-159464,Hon 4-Shelf Metal Bookcases,302.94
DO-13645,Doug O'Connell,CA-2017-118003,Global Low Back Tilter Chair,302.94
JH-15910,Jonathan Howell,CA-2016-130162,Adtran 1202752G1,302.376
MS-17530,MaryBeth Skach,CA-2015-108119,"Iceberg OfficeWorks 42"" Round Tables",301.96
EM-14200,Evan Minnotte,CA-2017-167549,Safco Drafting Table,298.116
JC-16105,Julie Creighton,US-2014-167738,"Global Value Mid-Back Manager's Chair, Gray",292.272
JF-15490,Jeremy Farry,CA-2015-133445,Global Highback Leather Tilter in Burgundy,291.168
SS-20875,Sung Shariari,CA-2015-163965,O'Sullivan Living Dimensions 2-Shelf Bookcases,290.352
CR-12625,Corey Roper,CA-2014-111003,Boston Heavy-Duty Trimline Electric Pencil Sharpeners,289.2
CS-12460,Chuck Sachs,US-2017-126179,Pyle PMP37LED,287.97
CS-12175,Charles Sheldon,CA-2017-117632,"Lesro Sheffield Collection Coffee Table, End Table, Center Table, Corner Table",285.48
NK-18490,Neil Knudson,CA-2016-102561,Steel Personal Filing/Posting Tote,284.08
LS-17245,Lynn Smith,CA-2014-124730,ClearSounds CSC500 Amplified Spirit Phone Corded phone,279.96
SP-20650,Stephanie Phelps,CA-2016-136770,Logitech G500s Laser Gaming Mouse with Adjustable Weight Tuning,279.96
SS-20515,Shirley Schmidt,CA-2015-103135,Anker Ultra-Slim Mini Bluetooth 3.0 Wireless Keyboard,279.86
TR-21325,Toby Ritter,CA-2016-160815,Geemarc AmpliPOWER60,278.4
RC-19960,Ryan Crowe,US-2014-112872,"Chromcraft Bull-Nose Wood 48"" x 96"" Rectangular Conference Tables",275.49
LH-16750,Larry Hughes,CA-2017-133235,Nortel Networks T7316 E Nt8 B27,271.96
NF-18475,Neil Französisch,US-2015-100069,Cisco 8x8 Inc. 6753i IP Business Phone System,269.98
RD-19720,Roger Demir,CA-2016-149762,Hon 4060 Series Tables,268.704
JK-15325,Jason Klamczynski,US-2014-168501,RCA Visys Integrated PBX 8-Line Router,267.96
MS-17980,Michael Stewart,CA-2017-117667,Logitech G13 Programmable Gameboard with LCD Display,255.968
SF-20065,Sandra Flanagan,CA-2014-113383,"Dana Fluorescent Magnifying Lamp, White, 36""",254.9
JS-15940,Joni Sundaresam,US-2015-101399,Eldon ClusterMat Chair Mat with Cordless Antistatic Protection,254.744
EC-14050,Erin Creighton,US-2016-169369,Case Logic 2.4GHz Wireless Keyboard,249.95
LO-17170,Lori Olson,CA-2017-141572,"Advantus Employee of the Month Certificate Frame, 11 x 13-1/2",247.44
DS-13030,Darrin Sayre,CA-2017-131954,Carina Double Wide Media Storage Towers in Natural & Black,242.94
GB-14530,George Bell,CA-2016-159912,"Barricks 18"" x 48"" Non-Folding Utility Table with Bottom Storage Shelf",241.92
MH-17440,Mark Haberlin,CA-2016-163048,Harbour Creations Steel Folding Chair,241.5
BD-11770,Bryan Davis,CA-2017-115105,"Atlantic Metals Mobile 5-Shelf Bookcases, Custom Colors",240.784
AM-10360,Alice McCarthy,US-2015-107944,Logitech G600 MMO Gaming Mouse,239.97
RE-19450,Richard Eichhorn,CA-2015-151589,Cisco SPA 502G IP Phone,239.9
MS-17830,Melanie Seite,CA-2016-131296,"Bush Andora Conference Table, Maple/Graphite Gray Finish",239.372
SW-20245,Scot Wooten,CA-2017-111717,Hon Comfortask Task/Swivel Chairs,239.358
SC-20845,Sung Chung,CA-2017-117646,"Recycled Data-Pak for Archival Bound Computer Printouts, 12-1/2 x 12-1/2 x 16",237.096
BD-11635,Brian Derr,CA-2015-110814,Avery Arch Ring Binders,232.4
BM-11575,Brendan Murry,CA-2016-160304,GE 30522EE2,231.98
AG-10300,Aleksandra Gannaway,CA-2014-147298,Bevis Steel Folding Chairs,230.28
JH-15820,John Huston,CA-2017-132122,Recycled Steel Personal File for Hanging File Folders,228.92
JD-16060,Julia Dunbar,CA-2017-168123,Recycled Steel Personal File for Standard File Folders,221.16
JF-15295,Jason Fortune-,US-2017-110604,SAFCO Arco Folding Chair,220.96
BK-11260,Berenike Kampe,US-2014-140452,KI Adjustable-Height Table,214.95
KW-16570,Kelly Williams,US-2015-124219,"Tenex V2T-RE Standard Weight Series Chair Mat, 45"" x 53"", Lip 25"" x 12""",212.94
VG-21790,Vivek Gonzalez,CA-2016-151092,Panasonic KX-TG6844B Expandable Digital Cordless Telephone,211.168
MM-18280,Muhammed MacIntyre,CA-2015-132941,Logitech G35 7.1-Channel Surround Sound Headset,207.984
LT-16765,Larry Tron,US-2015-122910,VTech DS6151,201.584
AC-10660,Anna Chung,CA-2016-161928,Ooma Telo VoIP Home Phone System,201.584
SS-20590,Sonia Sunley,CA-2016-166275,Razer Tiamat Over Ear 7.1 Surround Sound PC Gaming Headset,199.99
PB-18805,Patrick Bzostek,CA-2017-156958,Eldon Radial Chair Mat for Low to Medium Pile Carpets,199.9
RB-19570,Rob Beeghly,US-2016-104815,"Safco Value Mate Steel Bookcase, Baked Enamel Finish on Steel, Black",198.744
LS-17230,Lycoris Saunders,CA-2015-118955,Office Star - Contemporary Swivel Chair with Padded Adjustable Arms and Flex Back,197.372
KM-16660,Khloe Miller,CA-2017-154116,Panasonic KX TS3282B Corded phone,196.776
AG-10330,Alex Grayson,CA-2017-142909,"Lesro Round Back Collection Coffee Table, End Table",182.55
HE-14800,Harold Engle,CA-2017-140480,Hunt Boston Vacuum Mount KS Pencil Sharpener,174.95
CD-12280,Christina DeMoss,US-2017-132444,Eldon Portable Mobile Manager,169.68
BN-11470,Brad Norvell,CA-2014-138527,Fellowes 8 Outlet Superior Workstation Surge Protector,166.84
HJ-14875,Heather Jas,CA-2016-166772,O'Sullivan 5-Shelf Heavy-Duty Bookcases,163.88
AO-10810,Anthony O'Donnell,CA-2016-148096,"Barricks 18"" x 48"" Non-Folding Utility Table with Bottom Storage Shelf",161.28
SC-20800,Stuart Calhoun,CA-2015-155761,Logitech Wireless Performance Mouse MX for PC and Mac,159.984
EM-14065,Erin Mull,CA-2014-127691,Logitech G602 Wireless Gaming Mouse,159.98
MG-17890,Michael Granlund,CA-2017-121125,LG G3,156.792
BD-11560,Brendan Dodson,CA-2015-163923,Imation Secure Drive + Hardware Encrypted USB flash drive - 16 GB,151.96
NB-18580,Nicole Brennan,CA-2014-164385,Belkin 8 Outlet SurgeMaster II Gold Surge Protector,143.952
AS-10240,Alan Shonely,CA-2014-149958,"Hot File 7-Pocket, Floor Stand",142.776
ST-20530,Shui Tom,CA-2014-163559,Avery Arch Ring Binders,139.44
JD-16015,Joy Daniels,CA-2017-156818,SanDisk Ultra 32 GB MicroSDHC Class 10 Memory Card,132.6
VM-21835,Vivian Mathis,CA-2016-115476,Plantronics Voyager Pro HD - Bluetooth Headset,129.98
BO-11425,Bobby Odegard,CA-2017-158386,Large Capacity Hanging Post Binders,124.75
JH-15430,Jennifer Halladay,CA-2017-105620,Lexmark 20R1285 X6650 Wireless All-in-One Printer,120.0
DW-13540,Don Weiss,CA-2017-132521,Belkin 8 Outlet SurgeMaster II Gold Surge Protector,119.96
JJ-15760,Joel Jenkins,CA-2015-103205,Nokia Lumia 521 (T-Mobile),119.96
AG-10765,Anthony Garverick,CA-2015-110947,Vinyl Sectional Post Binders,113.1
HH-15010,Hilary Holden,CA-2014-135699,Xerox 1940,109.92
LH-17020,Lisa Hazard,CA-2015-114923,JBL Micro Wireless Portable Bluetooth Speaker,107.982
SM-20005,Sally Matthias,CA-2014-148488,Poly Designer Cover & Back,106.344
JM-15580,Jill Matthias,CA-2016-136021,Texas Instruments TI-34 Scientific Calculator,105.552
GP-14740,Guy Phonely,CA-2015-117961,"Tennsco Lockers, Sand",104.9
HD-14785,Harold Dahlen,CA-2014-119172,Avery Arch Ring Binders,104.58
EH-13945,Eric Hoffmann,US-2016-110156,"Tennsco Lockers, Gray",100.704
AY-10555,Andy Yotov,CA-2017-137428,"Global Value Steno Chair, Gray",97.184
BF-11080,Bart Folk,CA-2017-140676,Xerox 1939,94.85
PT-19090,Pete Takahito,US-2016-152373,"Eldon Base for stackable storage shelf, platinum",93.456
AR-10510,Andrew Roberts,CA-2016-147536,Belkin F8E887 USB Wired Ergonomic Keyboard,89.97
EL-13735,Ed Ludwig,CA-2016-113061,Eldon Advantage Chair Mats for Low to Medium Pile Carpets,86.62
PL-18925,Paul Lucas,US-2016-113509,V7 USB Numeric Keypad,83.976
DD-13570,Dorothy Dickinson,US-2014-104759,Kensington SlimBlade Notebook Wireless Mouse with Nano Receiver ,79.984
ML-18265,Muhammed Lee,CA-2017-132262,Logitech M510 Wireless Mouse,79.98
GH-14665,Greg Hansen,CA-2017-136539,"Bush Westfield Collection Bookcases, Medium Cherry Finish",78.8528
RM-19750,Roland Murray,CA-2017-168193,"Westinghouse Floor Lamp with Metal Mesh Shade, Black",71.97
AG-10390,Allen Goldenen,CA-2014-158470,Xerox 232,71.28
PB-19210,Phillip Breyer,CA-2016-164938,Mediabridge Sport Armband iPhone 5s,69.93
GT-14755,Guy Thornton,CA-2015-105725,"Avery 4027 File Folder Labels for Dot Matrix Printers, 5000 Labels per Box, White",61.06
RB-19645,Robert Barroso,CA-2016-107615,Logitech ClearChat Comfort/USB Headset H390,58.58
CM-12445,Chuck Magee,CA-2016-133697,Office Star - Ergonomically Designed Knee Chair,56.686
AR-10570,Anemone Ratner,CA-2016-157588,"Howard Miller 13-3/4"" Diameter Brushed Chrome Round Wall Clock",51.75
MO-17950,Michael Oakman,US-2015-122140,Kingston Digital DataTraveler 16GB USB 2.0,50.12
KS-16300,Karen Seio,CA-2017-155824,Euro Pro Shark Stick Mini Vacuum,48.784
RE-19405,Ricardo Emerson,CA-2014-165477,Acco 6 Outlet Guardian Standard Surge Suppressor,48.36
CC-12550,Clay Cheatham,CA-2017-169901,Anker 36W 4-Port USB Wall Charger Travel Power Adapter for iPhone 5s 5c 5,47.976
JC-15340,Jasper Cacioppo,US-2017-129441,Tenex Chairmats For Use With Carpeted Floors,47.94
FW-14395,Fred Wasserman,CA-2016-139409,"LF Elite 3D Dazzle Designer Hard Case Cover, Lf Stylus Pen and Wiper For Apple Iphone 5c Mini Lite",43.6
AS-10135,Adrian Shami,CA-2017-162929,Avery Printable Repositionable Plastic Tabs,41.28
DA-13450,Dianna Arnett,US-2017-158512,Xerox 195,40.08
LB-16735,Larry Blacks,CA-2017-154088,Xerox 1968,26.72
SG-20890,Susan Gilcrest,CA-2016-144337,Easy-staple paper,19.648
CJ-11875,Carl Jackson,CA-2016-163951,Newell 31,16.52
MG-18205,Mitch Gastineau,CA-2017-115070,Stackable Trays,12.32
RS-19870,Roy Skaria,CA-2016-107475,Ideal Clamps,9.648
LD-16855,Lela Donovan,CA-2016-152331,Newell 311,5.304
TS-21085,Thais Sissman,US-2017-168690,Zipper Ring Binder Pockets,2.808
